Field (Oe)	Voltage (V)	Current (A)	Resistance (Ohm)	Real Voltage (mV)
7.0351000E+3	4.0002100E-1	1.6748500E-5	2.1459990E+4	14459.99
6.8423000E+3	4.0002300E-1	1.6745600E-5	2.1464245E+4
6.6421000E+3	4.0002100E-1	1.6746500E-5	2.1462842E+4
6.4389000E+3	4.0001800E-1	1.6741100E-5	2.1470368E+4
6.2316000E+3	4.0001800E-1	1.6737400E-5	2.1475650E+4
6.0211000E+3	4.0001500E-1	1.6734400E-5	2.1479755E+4
5.8109000E+3	4.0001600E-1	1.6731100E-5	2.1484530E+4
5.6024000E+3	4.0001200E-1	1.6726700E-5	2.1490580E+4
5.3892000E+3	4.0001400E-1	1.6721500E-5	2.1498136E+4
5.1762000E+3	4.0001500E-1	1.6714000E-5	2.1508930E+4
4.9618000E+3	4.0001500E-1	1.6708800E-5	2.1516379E+4
4.7476000E+3	4.0001700E-1	1.6702900E-5	2.1524955E+4
4.5314000E+3	4.0002200E-1	1.6694300E-5	2.1537592E+4
4.3163000E+3	4.0002100E-1	1.6684200E-5	2.1552037E+4
4.0995000E+3	4.0002100E-1	1.6674700E-5	2.1565697E+4
3.8839000E+3	4.0002200E-1	1.6662400E-5	2.1583466E+4
3.6659000E+3	4.0002100E-1	1.6647000E-5	2.1605615E+4
3.4472000E+3	4.0002100E-1	1.6627600E-5	2.1633651E+4
3.2282000E+3	4.0001800E-1	1.6602800E-5	2.1669406E+4
3.0071000E+3	4.0002400E-1	1.6566900E-5	2.1721978E+4
2.7855000E+3	4.0002300E-1	1.6516800E-5	2.1795159E+4
2.5621000E+3	4.0002300E-1	1.6441300E-5	2.1906375E+4
2.3401000E+3	4.0002300E-1	1.6333500E-5	2.2066954E+4
2.1136000E+3	4.0002000E-1	1.6202500E-5	2.2264783E+4
1.8892000E+3	4.0002000E-1	1.6057700E-5	2.2487413E+4
1.6621900E+3	4.0002200E-1	1.5902300E-5	2.2730978E+4
1.4346100E+3	4.0002300E-1	1.5747000E-5	2.2979124E+4
1.2059800E+3	4.0002200E-1	1.5585100E-5	2.3242951E+4
9.7497000E+2	4.0002200E-1	1.5427600E-5	2.3504984E+4
7.8912000E+2	4.0002400E-1	1.5298100E-5	2.3724607E+4
6.0517000E+2	4.0002000E-1	1.5166900E-5	2.3950539E+4
4.2023000E+2	4.0002100E-1	1.5043200E-5	2.4167483E+4
2.3333000E+2	4.0002000E-1	1.4915400E-5	2.4395261E+4
1.8328900E+2	4.0002100E-1	1.4881600E-5	2.4456241E+4
1.3706800E+2	4.0002100E-1	1.4846400E-5	2.4519973E+4
9.1296000E+1	4.0001900E-1	1.4811300E-5	2.4583690E+4
4.5930000E+1	4.0001800E-1	1.4779600E-5	2.4641550E+4
3.4907000E+1	4.0001900E-1	1.4769600E-5	2.4659943E+4
2.5250000E+1	4.0001700E-1	1.4764500E-5	2.4669163E+4
1.5852000E+1	4.0001700E-1	1.4758000E-5	2.4681096E+4
1.1762700E+1	4.0002000E-1	1.4756100E-5	2.4684789E+4
7.9926000E+0	4.0002000E-1	1.4756200E-5	2.4684605E+4
4.1938000E+0	4.0002100E-1	1.4755300E-5	2.4686326E+4
4.8715000E-1	4.0002000E-1	1.4752400E-5	2.4691588E+4
-3.3011000E+0	4.0002000E-1	1.4747300E-5	2.4700965E+4
-5.2712000E+0	4.0001700E-1	1.4747600E-5	2.4700210E+4
-8.9779000E+0	4.0001900E-1	1.4745500E-5	2.4704209E+4
-1.2724400E+1	4.0001900E-1	1.4748300E-5	2.4699058E+4
-1.6471600E+1	4.0001600E-1	1.4755000E-5	2.4686539E+4
-2.0179800E+1	4.0001700E-1	1.4757600E-5	2.4681830E+4
