Field (Oe)	Voltage (V)	Current (A)	Resistance (Ohm)	Real Voltage (mV)
7.0355000E+3	-8.0007300E-1	-5.5882400E-5	1.1893084E+4	4893.084
6.8421000E+3	-8.0007500E-1	-5.5884100E-5	1.1892684E+4
6.6424000E+3	-8.0007600E-1	-5.5892100E-5	1.1890653E+4
6.4385000E+3	-8.0007900E-1	-5.5889300E-5	1.1891424E+4
6.2324000E+3	-8.0007600E-1	-5.5890300E-5	1.1891114E+4
6.0216000E+3	-8.0007600E-1	-5.5895100E-5	1.1889884E+4
5.8116000E+3	-8.0007400E-1	-5.5900300E-5	1.1888517E+4
5.6021000E+3	-8.0007500E-1	-5.5900300E-5	1.1888535E+4
5.3894000E+3	-8.0007700E-1	-5.5901300E-5	1.1888315E+4
5.1758000E+3	-8.0007700E-1	-5.5900200E-5	1.1888596E+4
4.9622000E+3	-8.0007600E-1	-5.5903800E-5	1.1887657E+4
4.7474000E+3	-8.0007900E-1	-5.5905900E-5	1.1887173E+4
4.5320000E+3	-8.0007900E-1	-5.5909500E-5	1.1886251E+4
4.3165000E+3	-8.0007600E-1	-5.5910100E-5	1.1886044E+4
4.0995000E+3	-8.0007600E-1	-5.5908700E-5	1.1886402E+4
3.8840000E+3	-8.0007700E-1	-5.5909400E-5	1.1886241E+4
3.6660000E+3	-8.0007800E-1	-5.5903400E-5	1.1887795E+4
3.4472000E+3	-8.0007800E-1	-5.5896100E-5	1.1889664E+4
3.2285000E+3	-8.0007600E-1	-5.5882400E-5	1.1893137E+4
3.0070000E+3	-8.0007900E-1	-5.5872800E-5	1.1895651E+4
2.7854000E+3	-8.0007900E-1	-5.5839500E-5	1.1904191E+4
2.5616000E+3	-8.0008000E-1	-5.5793900E-5	1.1915919E+4
2.3405000E+3	-8.0007800E-1	-5.5716400E-5	1.1935829E+4
2.1133000E+3	-8.0007700E-1	-5.5582700E-5	1.1970353E+4
1.8896300E+3	-8.0007800E-1	-5.5412800E-5	1.2014505E+4
1.6619200E+3	-8.0008000E-1	-5.5213100E-5	1.2066764E+4
1.4350600E+3	-8.0007600E-1	-5.4983500E-5	1.2127202E+4
1.2061400E+3	-8.0008000E-1	-5.4759900E-5	1.2186691E+4
9.7524000E+2	-8.0007800E-1	-5.4519900E-5	1.2250972E+4
7.8919000E+2	-8.0007600E-1	-5.4341200E-5	1.2299193E+4
6.0532000E+2	-8.0007400E-1	-5.4149800E-5	1.2351198E+4
4.2025000E+2	-8.0007500E-1	-5.3989600E-5	1.2395058E+4
2.3288000E+2	-8.0007500E-1	-5.3821900E-5	1.2441231E+4
1.8343800E+2	-8.0007400E-1	-5.3773100E-5	1.2454703E+4
1.3699700E+2	-8.0007400E-1	-5.3732700E-5	1.2465890E+4
9.1451000E+1	-8.0007400E-1	-5.3689100E-5	1.2477982E+4
4.5890000E+1	-8.0007600E-1	-5.3644000E-5	1.2490548E+4
3.4980000E+1	-8.0007600E-1	-5.3631100E-5	1.2494135E+4
2.5347000E+1	-8.0007600E-1	-5.3625900E-5	1.2495582E+4
1.5911800E+1	-8.0007300E-1	-5.3616300E-5	1.2498197E+4
1.1868800E+1	-8.0007600E-1	-5.3613600E-5	1.2499005E+4
8.0673000E+0	-8.0007500E-1	-5.3610900E-5	1.2499738E+4
4.2857000E+0	-8.0007800E-1	-5.3609400E-5	1.2500211E+4
5.3919000E-1	-8.0007900E-1	-5.3605100E-5	1.2501427E+4
-3.0117800E+0	-8.0008000E-1	-5.3600400E-5	1.2502754E+4
-5.2140000E+0	-8.0007800E-1	-5.3594200E-5	1.2504444E+4
-8.9139000E+0	-8.0008000E-1	-5.3595100E-5	1.2504230E+4
-1.2632500E+1	-8.0008000E-1	-5.3588100E-5	1.2506180E+4
-1.6399300E+1	-8.0007700E-1	-5.3594500E-5	1.2504342E+4
-2.0142000E+1	-8.0007400E-1	-5.3612400E-5	1.2499301E+4
